Series Name,Region,Country Name,Дружественная страна?,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],Представительство McKinsey,Представительство Bain,Представительство BCG,Представительство Deloitte,Представительство PricewaterhouseCoopers,Представительство Ernst & Young,Представительство KPMG,Country Code
Other manufacturing (% of value added in manufacturing),,Aruba,,..,..,..,..,..,,,,,,Есть,,ABW
Other manufacturing (% of value added in manufacturing),,Australia,,"46,3780357","46,28314157","43,87962054","43,0234399",..,,,,,,,,AUS
Other manufacturing (% of value added in manufacturing),,Austria,,"50,12032229","49,22364658","48,54284768","48,54311112",..,,,,,,,,AUT
Other manufacturing (% of value added in manufacturing),Закавказье,Azerbaijan,Да,"61,10870886","56,00348538","52,38536971","52,38536969",..,,,,Есть,Есть,Есть,Есть,AZE
Other manufacturing (% of value added in manufacturing),,"Bahamas, The",,..,..,..,..,..,,,,,,Есть,Есть,BHS
Other manufacturing (% of value added in manufacturing),Ближний Восток,Bahrain,Да,"71,60912483",..,..,..,..,Есть,,,Есть,Есть,Есть,Есть,BHR
Other manufacturing (% of value added in manufacturing),,Bangladesh,,"21,11657038",..,"21,11657038",..,..,,,,,,Есть,Есть,BGD
Other manufacturing (% of value added in manufacturing),,Barbados,,..,..,..,..,..,,,,,,Есть,Есть,BRB
Other manufacturing (% of value added in manufacturing),Восточная  Европа,Belarus,Да,"31,81747787","32,55337534","34,79661654","34,79661654",..,,,,,,Есть,Есть,BLR
Other manufacturing (% of value added in manufacturing),,Belgium,,"33,13676379","32,49161086","30,69634849","30,69623514",..,,,,,,,,BEL
Other manufacturing (% of value added in manufacturing),,Belize,,..,..,..,..,..,,,,,,,,BLZ
Other manufacturing (% of value added in manufacturing),,Benin,,..,..,..,..,..,,,,,,,,BEN
Other manufacturing (% of value added in manufacturing),,Bermuda,,"65,57317003","60,07812183","62,10330966",..,..,,,,,,Есть,Есть,BMU
Other manufacturing (% of value added in manufacturing),,Bhutan,,..,..,..,..,..,,,,,,,,BTN
Other manufacturing (% of value added in manufacturing),,Bolivia,,"36,63762691","36,6376269",..,..,..,,,,,,Есть,Есть,BOL
Other manufacturing (% of value added in manufacturing),Восточная  Европа,Bosnia and Herzegovina,Да,"54,7200128","55,03519574","56,35338672","56,35338672",..,,,,Есть,Есть,Есть,Есть,BIH
Other manufacturing (% of value added in manufacturing),Африка,Botswana,Да,"38,05254366","36,56352653","34,58075372","34,58075371",..,,,,,,Есть,Есть,BWA
Other manufacturing (% of value added in manufacturing),Латинская Америка,Brazil,Да,"41,84260607","43,39141239","44,17773439","44,17773438",..,Есть,,Есть,Есть,Есть,Есть,Есть,BRA
Other manufacturing (% of value added in manufacturing),,British Virgin Islands,,..,..,..,..,..,,,,,,,,VGB
Other manufacturing (% of value added in manufacturing),,Brunei Darussalam,,..,..,..,..,..,,,,,,Есть,Есть,BRN
Other manufacturing (% of value added in manufacturing),,Bulgaria,,"47,11481652","47,71944923","46,61123709","46,85636499",..,,,,,,,,BGR
Other manufacturing (% of value added in manufacturing),,Burkina Faso,,..,..,..,..,..,,,,,,,,BFA
Other manufacturing (% of value added in manufacturing),,Burundi,,..,..,..,..,..,,,,,,,,BDI
Other manufacturing (% of value added in manufacturing),,Cabo Verde,,"27,90604712","27,90604713",..,..,..,,,,,,,,CPV
Other manufacturing (% of value added in manufacturing),,Cambodia,,..,..,..,..,..,,,,,,Есть,Есть,KHM
Other manufacturing (% of value added in manufacturing),,Cameroon,,..,..,..,..,..,,,,,,Есть,Есть,CMR
Other manufacturing (% of value added in manufacturing),,Canada,,"46,77926536","44,72413523","44,781193","44,78119277",..,,,,,,,,CAN
Other manufacturing (% of value added in manufacturing),,Cayman Islands,,..,..,..,..,..,,,,,,,,CYM
Other manufacturing (% of value added in manufacturing),,Central African Republic,,..,..,..,..,..,,,,,,,,CAF
Other manufacturing (% of value added in manufacturing),,Chad,,..,..,..,..,..,,,,,,,,TCD
Other manufacturing (% of value added in manufacturing),,Channel Islands,,..,..,..,..,..,,,,,,,,CHI
Other manufacturing (% of value added in manufacturing),,Chile,,"38,80863968","38,80863968",..,..,..,Есть,,Есть,,,,Есть,CHL
Other manufacturing (% of value added in manufacturing),Восточная Азия,China,Да,"42,84468278","42,84468278","42,84468278",..,..,Есть,Есть,Есть,Есть,Есть,Есть,Есть,CHN
Other manufacturing (% of value added in manufacturing),,Colombia,,"37,73245317","36,51788254","34,43016384","34,43016384",..,Есть,,Есть,,,,Есть,COL
Other manufacturing (% of value added in manufacturing),,Comoros,,..,..,..,..,..,,,,,,,,COM
Other manufacturing (% of value added in manufacturing),,"Congo, Dem. Rep.",,..,..,..,..,..,,,,,,,Есть,COD
Other manufacturing (% of value added in manufacturing),,"Congo, Rep.",,..,..,..,..,..,,,,,,,Есть,COG
Other manufacturing (% of value added in manufacturing),Латинская Америка,Costa Rica,Да,"47,67300904","47,44252049","48,19133982","48,20200652",..,,,Есть,,,,Есть,CRI
Other manufacturing (% of value added in manufacturing),,Cote d'Ivoire,,..,..,..,..,..,,,,,,,Есть,CIV
Other manufacturing (% of value added in manufacturing),,Croatia,,"51,57857136","49,43520837","48,8966496",..,..,,,,,,,,HRV
Other manufacturing (% of value added in manufacturing),,Cuba,,..,..,..,..,..,,,,,,,,CUB
Other manufacturing (% of value added in manufacturing),,Curacao,,..,..,..,..,..,,,,,,,,CUW
Other manufacturing (% of value added in manufacturing),,Cyprus,,"36,09785967","36,43243115","36,59540359","36,59540357",..,,,,,,,,CYP
Other manufacturing (% of value added in manufacturing),,Czechia,,"45,68362252","45,5524466","46,32764792","46,13588159",..,,,,,,,,CZE
Other manufacturing (% of value added in manufacturing),,Denmark,,"31,72598716","59,28501581","31,99393747","32,07110305",..,,,,,,,,DNK
Other manufacturing (% of value added in manufacturing),,Djibouti,,..,..,..,..,..,,,,,,,,DJI
Other manufacturing (% of value added in manufacturing),,Dominica,,..,..,..,..,..,,,,,,,,DMA
Other manufacturing (% of value added in manufacturing),,Dominican Republic,,..,..,..,..,..,Есть,,,,,,Есть,DOM
Other manufacturing (% of value added in manufacturing),,Ecuador,,"25,14039532","24,5546472","-1,003416132","31,91976908",..,Есть,,,,,,,ECU
Other manufacturing (% of value added in manufacturing),Ближний Восток,"Egypt, Arab Rep.",Да,"53,37102823","53,37102824",..,..,..,Есть,,Есть,Есть,Есть,Есть,Есть,EGY
Other manufacturing (% of value added in manufacturing),,El Salvador,,..,..,..,..,..,,,,,,Есть,Есть,SLV
Other manufacturing (% of value added in manufacturing),,Equatorial Guinea,,..,..,..,..,..,,,,,,,,GNQ
Other manufacturing (% of value added in manufacturing),,Eritrea,,..,..,..,..,..,,,,,,,,ERI
Other manufacturing (% of value added in manufacturing),,Estonia,,"57,86599897","57,48291372","57,726707","57,72793052",..,,,,,,,,EST
Other manufacturing (% of value added in manufacturing),,Eswatini,,..,..,..,..,..,,,,,,,,SWZ
Other manufacturing (% of value added in manufacturing),Африка,Ethiopia,Да,..,..,..,..,..,Есть,,,,,,,ETH
Other manufacturing (% of value added in manufacturing),,Faroe Islands,,..,..,..,..,..,,,,,,,,FRO
Other manufacturing (% of value added in manufacturing),Океания,Fiji,Да,"31,4888141","30,83471194","30,83471182","30,83471202",..,,,,,,,,FJI
Other manufacturing (% of value added in manufacturing),,Finland,,"50,37364307","53,68812659","55,45908476","52,74840928",..,,,,,,,,FIN
Other manufacturing (% of value added in manufacturing),,France,,"49,70900223","31,1942055","31,3298287","31,34650285",..,,,,,,,,FRA
Other manufacturing (% of value added in manufacturing),,French Polynesia,,..,..,..,..,..,,,,,,,,PYF
Other manufacturing (% of value added in manufacturing),,Gabon,,..,..,..,..,..,,,,,,,,GAB
Other manufacturing (% of value added in manufacturing),,"Gambia, The",,..,..,..,..,..,,,,,,,,GMB
Other manufacturing (% of value added in manufacturing),,Georgia,,"45,6100097","43,56554613","41,9575436","41,96260892",..,,,,,,,Есть,GEO
Other manufacturing (% of value added in manufacturing),,Germany,,"37,38847485","36,27726636","36,95878249","36,95875149",..,,,,,,,,DEU
Other manufacturing (% of value added in manufacturing),,Ghana,,..,..,..,..,..,,,,,,,Есть,GHA
Other manufacturing (% of value added in manufacturing),,Gibraltar,,..,..,..,..,..,,,,,,,,GIB
Other manufacturing (% of value added in manufacturing),,Greece,,"48,2890151","46,2552191","38,42606884","38,4266628",..,,,,,,,,GRC
Other manufacturing (% of value added in manufacturing),,Greenland,,..,..,..,..,..,,,,,,,,GRL
Other manufacturing (% of value added in manufacturing),,Grenada,,..,..,..,..,..,,,,,,,,GRD
Other manufacturing (% of value added in manufacturing),,Guam,,..,..,..,..,..,,,,,,,,GUM
Other manufacturing (% of value added in manufacturing),,Guatemala,,..,..,..,..,..,,,,,,,Есть,GTM
Other manufacturing (% of value added in manufacturing),,Guinea,,..,..,..,..,..,,,,,,,,GIN
Other manufacturing (% of value added in manufacturing),,Guinea-Bissau,,..,..,..,..,..,,,,,,,,GNB
Other manufacturing (% of value added in manufacturing),,Guyana,,..,..,..,..,..,,,,,,,,GUY
Other manufacturing (% of value added in manufacturing),,Haiti,,..,..,..,..,..,,,,,,,,HTI
Other manufacturing (% of value added in manufacturing),,Honduras,,..,..,..,..,..,,,,,,,,HND
Other manufacturing (% of value added in manufacturing),Восточная Азия,"Hong Kong SAR, China",Да,"25,95907568","25,32328509","26,0953113","24,46335502",..,,Есть,,,,,,HKG
Other manufacturing (% of value added in manufacturing),,Hungary,,"39,42898307","40,15515401","39,81176452","39,81223717",..,,,,,,,,HUN
Other manufacturing (% of value added in manufacturing),,Iceland,,"36,75910297","26,19242039","34,07701019","34,80550365",..,,,,,,,,ISL
Other manufacturing (% of value added in manufacturing),Южная Азия,India,Да,"39,48269163","37,94181227","37,94181048","37,94181048",..,Есть,Есть,Есть,Есть,Есть,Есть,Есть,IND
Other manufacturing (% of value added in manufacturing),Юго-Восточная Азия,Indonesia,Да,"36,48811799","36,04374541","35,38040555","35,38040555",..,Есть,Есть,Есть,,,,,IDN
Other manufacturing (% of value added in manufacturing),Ближний Восток,"Iran, Islamic Rep.",Да,"51,43677866","48,174618","48,17461799","48,17461799",..,,,,,,,,IRN
Other manufacturing (% of value added in manufacturing),Ближний Восток,Iraq,Да,"70,80689364","70,25377541","68,20202001","67,38512534",..,,,,,,,,IRQ
Other manufacturing (% of value added in manufacturing),,Ireland,,..,"94,02956453","99,81645456","99,81645456",..,,,,,,,,IRL
Other manufacturing (% of value added in manufacturing),,Isle of Man,,..,..,..,..,..,,,,,,,,IMN
Other manufacturing (% of value added in manufacturing),Ближний Восток,Israel,Да,"45,59175618","39,69476232","39,6949137","39,6949137",..,,,,,,Есть,Есть,ISR
Other manufacturing (% of value added in manufacturing),,Italy,,"40,92199239","40,5623734","40,53267407","40,532727",..,,,,,,,,ITA
Other manufacturing (% of value added in manufacturing),Южная Америка,Jamaica,Да,..,..,..,..,..,,,,,,,Есть,JAM
Other manufacturing (% of value added in manufacturing),,Japan,,"28,76418962","29,29340914","29,29340772","29,29340773",..,,,,,,,,JPN
Other manufacturing (% of value added in manufacturing),Ближний Восток,Jordan,Да,"43,67963909","40,60142221","48,90918764","48,9268498",..,,,,Есть,Есть,Есть,Есть,JOR
Other manufacturing (% of value added in manufacturing),Центральная Азия,Kazakhstan,Да,"63,88337322","62,15669348","62,15669348","62,15669348",..,Есть,,,Есть,Есть,Есть,Есть,KAZ
Other manufacturing (% of value added in manufacturing),Африка,Kenya,Да,"21,32018669","20,96862474","21,32835507","23,84635867",..,Есть,,Есть,Есть,Есть,Есть,Есть,KEN
Other manufacturing (% of value added in manufacturing),,Kiribati,,..,..,..,..,..,,,,,,,,KIR
Other manufacturing (% of value added in manufacturing),Восточная Азия,"Korea, Dem. People's Rep.",Да,..,..,..,..,..,,,,,,,,PRK
Other manufacturing (% of value added in manufacturing),,"Korea, Rep.",,"31,44763775","31,90720833","31,90720833","31,90720833",..,,,,,,,,KOR
Other manufacturing (% of value added in manufacturing),,Kosovo,,..,..,..,..,..,,,,,,,,XKX
Other manufacturing (% of value added in manufacturing),Ближний Восток,Kuwait,Да,"56,49234438","61,84025329","61,84025328","61,84025331",..,Есть,,,,,,Есть,KWT
Other manufacturing (% of value added in manufacturing),Центральная Азия,Kyrgyz Republic,Да,"75,98483884","80,33373851","80,64313835","80,64614769",..,,Есть,,Есть,Есть,Есть,Есть,KGZ
Other manufacturing (% of value added in manufacturing),,Lao PDR,,..,..,..,..,..,,,,,,,Есть,LAO
Other manufacturing (% of value added in manufacturing),,Latvia,,"60,24797764","67,02815648","63,46458352","58,39047582",..,,,,,,,,LVA
Other manufacturing (% of value added in manufacturing),,Lebanon,,..,..,..,..,..,,,,,,,Есть,LBN
Other manufacturing (% of value added in manufacturing),Африка,Lesotho,Да,..,..,..,..,..,,,,,,,,LSO
Other manufacturing (% of value added in manufacturing),,Liberia,,..,..,..,..,..,,,,,,,,LBR
Other manufacturing (% of value added in manufacturing),,Libya,,..,..,..,..,..,,,,,,,,LBY
Other manufacturing (% of value added in manufacturing),,Liechtenstein,,..,..,..,..,..,,,,,,,,LIE
Other manufacturing (% of value added in manufacturing),,Lithuania,,"50,53000592","49,64702467","45,15514303","45,82766165",..,,,,,,,,LTU
Other manufacturing (% of value added in manufacturing),,Luxembourg,,"73,43321243","72,10464814","70,80477978","76,30083237",..,,,,,,,,LUX
Other manufacturing (% of value added in manufacturing),,"Macao SAR, China",,"38,10063606","36,33011412","42,52902414","45,59750178",..,,,,,,,,MAC
Other manufacturing (% of value added in manufacturing),Африка,Madagascar,Да,..,..,..,..,..,,,,,,,,MDG
Other manufacturing (% of value added in manufacturing),,Malawi,,..,..,..,..,..,,,,,,,,MWI
Other manufacturing (% of value added in manufacturing),Юго-Восточная Азия,Malaysia,Да,"45,59069931","46,04605461","44,06469352","44,06469352",..,Есть,,Есть,,,Есть,Есть,MYS
Other manufacturing (% of value added in manufacturing),Южная Азия,Maldives,Да,..,..,..,..,..,,,,,,Есть,Есть,MDV
Other manufacturing (% of value added in manufacturing),,Mali,,..,..,..,..,..,,,,,,,,MLI
Other manufacturing (% of value added in manufacturing),,Malta,,"57,76830544","64,87050518","58,18451286","58,18451283",..,,,,,,,,MLT
Other manufacturing (% of value added in manufacturing),,Marshall Islands,,"2,044057168","1,893092617",..,..,..,,,,,,,,MHL
Other manufacturing (% of value added in manufacturing),,Mauritania,,..,..,..,..,..,,,,,,,,MRT
Other manufacturing (% of value added in manufacturing),Африка,Mauritius,Да,"22,02439242","23,83805245","24,67930258","24,67930258",..,,,,,,,Есть,MUS
Other manufacturing (% of value added in manufacturing),Латинская Америка,Mexico,Да,"35,04760984","33,27651315","32,51269515","37,71303089",..,Есть,Есть,Есть,,,,Есть,MEX
Other manufacturing (% of value added in manufacturing),,"Micronesia, Fed. Sts.",,..,..,..,..,..,,,,,,,,FSM
Other manufacturing (% of value added in manufacturing),Восточная  Европа,Moldova,Да,"29,79410545","31,34938289","28,63018298","28,67826754",..,,,,Есть,Есть,Есть,Есть,MDA
Other manufacturing (% of value added in manufacturing),,Monaco,,..,..,..,..,..,,,,,,,,MCO
Other manufacturing (% of value added in manufacturing),Восточная Азия,Mongolia,Да,"23,36520693","22,42773145","23,45954799","23,45958132",..,,,,,,Есть,Есть,MNG
Other manufacturing (% of value added in manufacturing),,Montenegro,,"46,61758034","46,61757949","46,61757887","46,61758025",..,,,,,,,,MNE
Other manufacturing (% of value added in manufacturing),Африка,Morocco,Да,"80,67319129","28,73380556","28,7338046","28,7338046",..,Есть,,Есть,,,Есть,,MAR
Other manufacturing (% of value added in manufacturing),Африка,Mozambique,Да,..,..,..,..,..,,,,,,,Есть,MOZ
Other manufacturing (% of value added in manufacturing),Юго-Восточная Азия,Myanmar,Да,"39,56741711",..,..,..,..,,,,,,,Есть,MMR
Other manufacturing (% of value added in manufacturing),Африка,Namibia,Да,..,..,..,..,..,,,,Есть,,Есть,Есть,NAM
Other manufacturing (% of value added in manufacturing),,Nauru,,..,..,..,..,..,,,,,,,,NRU
Other manufacturing (% of value added in manufacturing),,Nepal,,"51,93628579","51,89122526","51,73382916","51,89122525",..,,,,,,,,NPL
Other manufacturing (% of value added in manufacturing),,Netherlands,,"33,18072166","33,36859392","31,67999875","31,67999875",..,,,,,,,,NLD
Other manufacturing (% of value added in manufacturing),,New Caledonia,,..,..,..,..,..,,,,,,,,NCL
Other manufacturing (% of value added in manufacturing),,New Zealand,,"40,14573915","40,16084031","38,31323788","38,31323788",..,,,,,,,,NZL
Other manufacturing (% of value added in manufacturing),,Nicaragua,,"15,59643212","12,79579925","14,45931964","14,85070903",..,,,,,,,,NIC
Other manufacturing (% of value added in manufacturing),,Niger,,..,..,..,..,..,,,,,,,,NER
Other manufacturing (% of value added in manufacturing),,Nigeria,,..,..,..,..,..,Есть,,Есть,,,,,NGA
Other manufacturing (% of value added in manufacturing),,North Macedonia,,"26,24419","28,07803422","28,07802414","28,07802414",..,,,,,,,,MKD
Other manufacturing (% of value added in manufacturing),,Northern Mariana Islands,,..,..,..,..,..,,,,,,,,MNP
Other manufacturing (% of value added in manufacturing),,Norway,,"41,94984405","39,86211011","39,45255039","45,60888032",..,,,,,,,,NOR
Other manufacturing (% of value added in manufacturing),Ближний Восток,Oman,Да,"50,56822835","50,56796698","50,56796696",..,..,,,,,,Есть,Есть,OMN
Other manufacturing (% of value added in manufacturing),Ближний Восток,Pakistan,Да,"27,46868426",..,..,..,..,Есть,,,,,Есть,Есть,PAK
Other manufacturing (% of value added in manufacturing),,Palau,,..,..,..,..,..,,,,,,,,PLW
Other manufacturing (% of value added in manufacturing),,Panama,,..,"34,22636275","34,67566251","36,79400216",..,Есть,,Есть,,,,Есть,PAN
Other manufacturing (% of value added in manufacturing),,Papua New Guinea,,..,..,..,..,..,,,,,,,,PNG
Other manufacturing (% of value added in manufacturing),,Paraguay,,..,..,..,..,..,,,,,,,,PRY
Other manufacturing (% of value added in manufacturing),Латинская Америка,Peru,Да,"52,05463812","51,99877438","50,10457248","51,18647748",..,Есть,,Есть,,,,Есть,PER
Other manufacturing (% of value added in manufacturing),Юго-Восточная Азия,Philippines,Да,"25,38691048","36,26087395","24,1011927","24,06550059",..,Есть,Есть,Есть,,,Есть,Есть,PHL
Other manufacturing (% of value added in manufacturing),,Poland,,"51,75120796","58,25706995","59,97509865","59,710924",..,,,,,,,,POL
Other manufacturing (% of value added in manufacturing),,Portugal,,"46,06669012","45,8668809","43,725017","43,72449264",..,,,,,,,,PRT
Other manufacturing (% of value added in manufacturing),,Puerto Rico,,"51,22696713","52,38287324","53,0285186",..,..,,,,,,,,PRI
Other manufacturing (% of value added in manufacturing),,Qatar,,"36,72117321","35,94076208","44,79261945","44,7934833",..,Есть,Есть,,,,,Есть,QAT
Other manufacturing (% of value added in manufacturing),,Romania,,"38,82920377","39,58010978","45,12192536","43,89495465",..,,,,,,,,ROU
Other manufacturing (% of value added in manufacturing),,Russian Federation,,"56,52047507","54,70863393","53,22739566","58,76513098",..,,,,,,,,RUS
Other manufacturing (% of value added in manufacturing),,Rwanda,,"27,33109141","27,48091603","25,19242517","26,55834872",..,,,,,,,Есть,RWA
Other manufacturing (% of value added in manufacturing),,Samoa,,..,..,..,..,..,,,,,,,,WSM
Other manufacturing (% of value added in manufacturing),,San Marino,,..,..,..,..,..,,,,,,,,SMR
Other manufacturing (% of value added in manufacturing),,Sao Tome and Principe,,..,..,..,..,..,,,,,,,,STP
Other manufacturing (% of value added in manufacturing),Ближний Восток,Saudi Arabia,Да,"51,05116104","51,05116104","51,05116104",..,..,Есть,Есть,,,,,Есть,SAU
Other manufacturing (% of value added in manufacturing),,Senegal,,"33,28594761","37,09326502","36,99485023","36,99485023",..,,,,,,,Есть,SEN
Other manufacturing (% of value added in manufacturing),Восточная  Европа,Serbia,Да,"48,35099822","49,1836151","48,28536065","48,28536065",..,Есть,,Есть,Есть,Есть,Есть,Есть,SRB
Other manufacturing (% of value added in manufacturing),Африка,Seychelles,Да,..,..,..,..,..,,,,,,,,SYC
Other manufacturing (% of value added in manufacturing),,Sierra Leone,,..,..,..,..,..,,,,,,,,SLE
Other manufacturing (% of value added in manufacturing),,Singapore,,"11,84877522","14,09826136","14,68646888","14,65300151",..,,,,,,,Есть,SGP
Other manufacturing (% of value added in manufacturing),,Sint Maarten (Dutch part),,..,..,..,..,..,,,,,,,,SXM
Other manufacturing (% of value added in manufacturing),,Slovak Republic,,"47,14126089","45,04010889","46,80082333","45,76645758",..,,,,,,,,SVK
Other manufacturing (% of value added in manufacturing),,Slovenia,,"62,88162524","64,14248523","63,7109981","68,16712635",..,,,,,,,,SVN
Other manufacturing (% of value added in manufacturing),,Solomon Islands,,..,..,..,..,..,,,,,,,,SLB
Other manufacturing (% of value added in manufacturing),,Somalia,,..,..,..,..,..,,,,,,,,SOM
Other manufacturing (% of value added in manufacturing),Африка,South Africa,Да,"54,42716684","54,42716684","54,42716684","54,42716684",..,Есть,Есть,Есть,,,,,ZAF
Other manufacturing (% of value added in manufacturing),,South Sudan,,..,..,..,..,..,,,,,,,,SSD
Other manufacturing (% of value added in manufacturing),,Spain,,"42,54357372","42,09716945","39,22228333","40,2780654",..,,,,,,,,ESP
Other manufacturing (% of value added in manufacturing),Южная Азия,Sri Lanka,Да,"21,1744869","21,26146726","21,26146726","21,26146725",..,Есть,,,Есть,Есть,Есть,Есть,LKA
Other manufacturing (% of value added in manufacturing),,St. Kitts and Nevis,,..,..,..,..,..,,,,,,,,KNA
Other manufacturing (% of value added in manufacturing),,St. Lucia,,..,..,..,..,..,,,,,,,,LCA
Other manufacturing (% of value added in manufacturing),,St. Martin (French part),,..,..,..,..,..,,,,,,,,MAF
Other manufacturing (% of value added in manufacturing),,St. Vincent and the Grenadines,,..,..,..,..,..,,,,,,,,VCT
Other manufacturing (% of value added in manufacturing),,Sudan,,..,..,..,..,..,,,,,,,,SDN
Other manufacturing (% of value added in manufacturing),,Suriname,,..,..,..,..,..,,,,,,,,SUR
Other manufacturing (% of value added in manufacturing),,Sweden,,"42,96979217","54,86727294","41,98304363","42,01106354",..,,,,,,,,SWE
Other manufacturing (% of value added in manufacturing),,Switzerland,,"59,04367268","61,16641843","38,83199706","35,68869169",..,,,,,,,,CHE
Other manufacturing (% of value added in manufacturing),Ближний Восток,Syrian Arab Republic,Да,..,..,..,..,..,,,,,,Есть,,SYR
Other manufacturing (% of value added in manufacturing),Центральная Азия,Tajikistan,Да,..,..,..,..,..,,Есть,,Есть,Есть,,,TJK
Other manufacturing (% of value added in manufacturing),Африка,Tanzania,Да,"29,4162015","29,41657831","29,41657831","29,41657831",..,,,,,,,,TZA
Other manufacturing (% of value added in manufacturing),Юго-Восточная Азия,Thailand,Да,"36,06963316",..,..,..,..,,Есть,Есть,,Есть,Есть,Есть,THA
Other manufacturing (% of value added in manufacturing),,Timor-Leste,,..,..,..,..,..,,,,,,,,TLS
Other manufacturing (% of value added in manufacturing),,Togo,,..,..,..,..,..,,,,,,,,TGO
Other manufacturing (% of value added in manufacturing),,Tonga,,..,..,..,..,..,,,,,,,,TON
Other manufacturing (% of value added in manufacturing),,Trinidad and Tobago,,..,..,..,..,..,,,,,,,,TTO
Other manufacturing (% of value added in manufacturing),Африка,Tunisia,Да,"38,39994458","38,39994457","38,39994457","38,39994457",..,,,,,,Есть,,TUN
Other manufacturing (% of value added in manufacturing),Ближний Восток,Turkiye,Да,"44,45647399","40,4573905","42,07785318","46,20769815",..,Есть,Есть,Есть,Есть,Есть,Есть,Есть,TUR
Other manufacturing (% of value added in manufacturing),Центральная Азия,Turkmenistan,Да,..,..,..,..,..,,,,,,,,TKM
Other manufacturing (% of value added in manufacturing),,Turks and Caicos Islands,,..,..,..,..,..,,,,,,,,TCA
Other manufacturing (% of value added in manufacturing),,Tuvalu,,..,..,..,..,..,,,,,,,,TUV
Other manufacturing (% of value added in manufacturing),,Uganda,,..,..,..,..,..,,,,,,,Есть,UGA
Other manufacturing (% of value added in manufacturing),,Ukraine,,"46,49719363","38,42176583","42,06668919","42,06668919",..,,,,,,,,UKR
Other manufacturing (% of value added in manufacturing),,United Arab Emirates,,"52,79027191","51,869822","47,60618799","47,60618799",..,Есть,Есть,Есть,,,,Есть,ARE
Other manufacturing (% of value added in manufacturing),,United Kingdom,,"41,8086003","36,36093386","36,81072212","37,30983862",..,,,,,,,,GBR
Other manufacturing (% of value added in manufacturing),,United States,,"39,70377168","39,2514443","37,73460237","40,84652594",..,,,,,,,,USA
Other manufacturing (% of value added in manufacturing),Латинская Америка,Uruguay,Да,"40,31099417","37,3114688","37,44994466","37,44994467",..,Есть,,,,,,Есть,URY
Other manufacturing (% of value added in manufacturing),Центральная Азия,Uzbekistan,Да,"49,43378351","53,23659493","56,78212538","56,78212537",..,,,Есть,Есть,Есть,Есть,Есть,UZB
Other manufacturing (% of value added in manufacturing),,Vanuatu,,..,..,..,..,..,,,,,,,,VUT
Other manufacturing (% of value added in manufacturing),Латинская Америка,"Venezuela, RB",Да,..,..,..,..,..,,,,,,Есть,Есть,VEN
Other manufacturing (% of value added in manufacturing),Юго-Восточная Азия,Vietnam,Да,"35,60777511","36,95518165","37,43247452","37,43247452",..,Есть,Есть,Есть,Есть,Есть,Есть,Есть,VNM
Other manufacturing (% of value added in manufacturing),,Virgin Islands (U.S.),,..,..,..,..,..,,,,,,,,VIR
Other manufacturing (% of value added in manufacturing),,West Bank and Gaza,,"62,11574845","62,22453472","62,22453473","62,22453475",..,,,,,,,,PSE
Other manufacturing (% of value added in manufacturing),,"Yemen, Rep.",,..,..,..,..,..,,,,,,,,YEM
Other manufacturing (% of value added in manufacturing),,Zambia,,..,..,..,..,..,,,,,,,Есть,ZMB
Other manufacturing (% of value added in manufacturing),Африка,Zimbabwe,Да,"23,96509885",..,..,..,..,,,,,,Есть,Есть,ZWE
Other manufacturing (% of value added in manufacturing),,Africa Eastern and Southern,,..,..,..,..,..,,,,,,,,AFE
Other manufacturing (% of value added in manufacturing),,Africa Western and Central,,..,..,..,..,..,,,,,,,,AFW
Other manufacturing (% of value added in manufacturing),,Arab World,,..,..,..,..,..,,,,,,,,ARB
Other manufacturing (% of value added in manufacturing),,Caribbean small states,,..,..,..,..,..,,,,,,,,CSS
Other manufacturing (% of value added in manufacturing),,Central Europe and the Baltics,,..,..,..,..,..,,,,,,,,CEB
Other manufacturing (% of value added in manufacturing),,Early-demographic dividend,,..,..,..,..,..,,,,,,,,EAR
Other manufacturing (% of value added in manufacturing),,East Asia & Pacific,,..,..,..,..,..,,,,,,,,EAS
Other manufacturing (% of value added in manufacturing),,East Asia & Pacific (excluding high income),,..,..,..,..,..,,,,,,,,EAP
Other manufacturing (% of value added in manufacturing),,East Asia & Pacific (IDA & IBRD countries),,..,..,..,..,..,,,,,,,,TEA
Other manufacturing (% of value added in manufacturing),,Euro area,,..,..,..,..,..,,,,,,,,EMU
Other manufacturing (% of value added in manufacturing),,Europe & Central Asia,,..,..,..,..,..,,,,,,,,ECS
Other manufacturing (% of value added in manufacturing),,Europe & Central Asia (excluding high income),,..,..,..,..,..,,,,,,,,ECA
Other manufacturing (% of value added in manufacturing),,Europe & Central Asia (IDA & IBRD countries),,..,..,..,..,..,,,,,,,,TEC
Other manufacturing (% of value added in manufacturing),,European Union,,..,..,..,..,..,,,,,,,,EUU
Other manufacturing (% of value added in manufacturing),,Fragile and conflict affected situations,,..,..,..,..,..,,,,,,,,FCS
Other manufacturing (% of value added in manufacturing),,Heavily indebted poor countries (HIPC),,..,..,..,..,..,,,,,,,,HPC
Other manufacturing (% of value added in manufacturing),,High income,,..,..,..,..,..,,,,,,,,HIC
Other manufacturing (% of value added in manufacturing),,IBRD only,,..,..,..,..,..,,,,,,,,IBD
